stock_ticker,stock_name,curr_price,pred_low,pred_avg,pred_high,# of Analyst,% low/curr,% avg/curr,% high/curr
RSG,Republic Services,109.255,109.0,116.38,127.0,9,-0.23,6.52,16.24
CLX,Clorox,179.4,162.0,186.0,219.0,12,-9.7,3.68,22.07
MLM,Martin Marietta Materials,352.32,380.0,402.83,430.0,7,7.86,14.34,22.05
HIG,Hartford Financial,62.08,67.0,74.8,82.0,9,7.93,20.49,32.09
EXR,Extra Space Storage,164.63,134.0,167.56,189.0,9,-18.61,1.78,14.8
TER,Teradyne,134.31,95.0,144.45,180.0,11,-29.27,7.55,34.02
MKC,McCormick & Company,87.62,76.0,89.0,104.0,3,-13.26,1.57,18.69
EIX,Edison International,57.42,65.0,71.14,77.0,7,13.2,23.89,34.1
VTR,Ventas,57.42,52.0,61.92,71.0,11,-9.44,7.84,23.65
PPL,PPL,27.77,31.0,33.5,37.0,4,11.63,20.63,33.24
TSN,Tyson Foods,73.32,74.0,82.38,92.0,8,0.93,12.36,25.48
GRMN,Garmin,145.38,138.0,152.4,174.0,5,-5.08,4.83,19.69
XYL,Xylem,119.24,97.0,121.0,140.0,10,-18.65,1.48,17.41
WDC,Western Digital,70.65,70.0,94.77,155.0,15,-0.92,34.14,119.39
DOV,Dover,149.23,150.0,158.75,170.0,9,0.52,6.38,13.92
WAT,Waters,345.15,290.0,379.0,550.0,3,-15.98,9.81,59.35
TSCO,Tractor Supply,187.03,150.0,196.13,215.0,17,-19.8,4.87,14.95
EXPD,Expeditors International,126.12,91.0,111.0,139.0,8,-27.85,-11.99,10.21
FLT,Fleetcor Technologies,253.55,280.0,316.91,350.0,11,10.43,24.99,38.04
QRVO,Qorvo,195.66,185.0,219.67,245.0,12,-5.45,12.27,25.22
HBAN,Huntington Bancshares,14.28,15.0,16.85,18.0,10,5.04,18.0,26.05
KMX,CarMax,130.65,120.0,145.43,163.0,8,-8.15,11.31,24.76
AEE,Ameren,79.91,83.0,89.0,94.0,9,3.87,11.38,17.63
CZR,Caesars Entertainment,100.88,120.0,126.0,132.0,8,18.95,24.9,30.85
CCL,Carnival,25.78,18.0,30.1,40.0,13,-30.18,16.76,55.16
CHD,Church & Dwight,84.94,80.0,90.25,103.0,8,-5.82,6.25,21.26
IT,Gartner,243.19,222.0,253.2,273.0,5,-8.71,4.12,12.26
FE,FirstEnergy,37.54,35.0,40.64,46.0,11,-6.77,8.26,22.54
ETR,Entergy,100.46,114.0,120.71,131.0,7,13.48,20.16,30.4
TTWO,Take-Two,178.1,178.0,213.53,250.0,18,-0.06,19.89,40.37
TRMB,Trimble Navigation,82.73,80.0,87.75,95.0,4,-3.3,6.07,14.83
NDAQ,Nasdaq,176.85,149.0,176.91,205.0,12,-15.75,0.03,15.92
STE,Steris,206.46,230.0,232.67,235.0,4,11.4,12.69,13.82
HAL,Halliburton,22.67,16.5,23.94,29.0,9,-27.22,5.6,27.92
KEY,KeyCorp,20.52,21.0,24.68,34.0,14,2.34,20.27,65.69
ANET,Arista Networks,363.76,330.0,361.4,380.0,8,-9.28,-0.65,4.46
ESS,Essex Property,302.13,280.0,316.36,351.0,14,-7.32,4.71,16.18
ALB,Albemarle,167.54,80.0,169.62,216.0,13,-52.25,1.24,28.92
TDY,Teledyne Technologies,418,447.0,492.75,520.0,3,6.94,17.88,24.4
CFG,Citizens Financial,45.75,45.0,51.29,57.0,14,-1.64,12.11,24.59
RF,Regions Financial,20.06,20.0,22.85,25.0,11,-0.3,13.91,24.63
GWW,WW Grainger,448.31,369.0,456.0,520.0,8,-17.69,1.72,15.99
MAA,Mid-America Apartment,169.85,151.0,169.17,178.0,7,-11.1,-0.4,4.8
COO,Cooper Co,397.12,395.0,429.83,450.0,7,-0.53,8.24,13.32
ULTA,Ulta Beauty,343.77,310.0,373.05,452.0,20,-9.82,8.52,31.48
AKAM,Akamai,117.43,117.0,125.63,130.0,8,-0.37,6.98,10.7
TFX,Teleflex,408.63,448.0,473.38,486.0,8,9.63,15.85,18.93
MTB,M&T Bank,145.85,147.0,165.57,180.0,6,0.79,13.52,23.41
HPE,Hewlett Packard Enterprise,14.53,13.0,16.33,20.0,12,-10.53,12.39,37.65
CTLT,Catalent,109.15,123.0,133.0,140.0,4,12.69,21.85,28.26
BR,Broadridge Financial Solutions,162.05,175.0,180.0,185.0,2,7.99,11.08,14.16
DRI,Darden,143.79,150.0,162.39,175.0,20,4.32,12.94,21.71
TYL,Tyler Technologies,455.73,480.0,501.25,525.0,5,5.33,9.99,15.2
POOL,Pool,465.04,410.0,471.29,535.0,7,-11.84,1.34,15.04
NTAP,NetApp,83.03,74.0,86.0,100.0,15,-10.88,3.58,20.44
PAYC,Paycom,373.95,360.0,431.2,475.0,11,-3.73,15.31,27.02
RCL,Royal Caribbean,83,70.0,96.14,123.0,10,-15.66,15.83,48.19
CRL,Charles River Labs,371.65,31.0,346.27,410.0,11,-91.66,-6.83,10.32
IR,Ingersoll Rand,48.54,51.0,56.67,61.0,9,5.07,16.75,25.67
GPC,Genuine Parts Company,126.71,125.0,133.5,140.0,6,-1.35,5.36,10.49
PEAK,Healthpeak Properties,33.68,29.0,34.63,39.0,10,-13.9,2.82,15.8
AMCR,Amcor,11.46,12.0,12.43,13.5,6,4.71,8.46,17.8
DPZ,Domino's Pizza,463.45,405.0,440.29,518.0,19,-12.61,-5.0,11.77
DRE,Duke Realty,47.84,44.0,49.4,52.0,11,-8.03,3.26,8.7
MKTX,Marketaxess Holdings,472.14,460.0,520.0,573.0,7,-2.57,10.14,21.36
AES,AES,26.37,29.0,31.33,36.0,6,9.97,18.81,36.52
CINF,Cincinnati Financial,116.36,100.0,109.67,119.0,3,-14.06,-5.75,2.27
DGX,Quest Diagnostics,132.98,138.0,149.8,158.0,5,3.78,12.65,18.81
CAG,Conagra Brands,35.96,37.0,40.0,42.0,5,2.89,11.23,16.8
J,Jacobs Engineering,131.81,149.0,155.56,170.0,8,13.04,18.02,28.97
MGM,MGM Resorts,42.19,32.0,46.6,54.0,10,-24.15,10.45,27.99
AVY,Avery Dennison,209.71,215.0,230.14,250.0,8,2.52,9.74,19.21
HOLX,Hologic,68.85,77.0,84.71,95.0,9,11.84,23.04,37.98
VTRS,Viatris,14.52,16.0,19.75,23.0,4,10.19,36.02,58.4
PKI,PerkinElmer,155.84,135.0,156.8,172.0,5,-13.37,0.62,10.37
STX,Seagate Tech,87.68,70.0,101.29,135.0,17,-20.16,15.52,53.97
CMS,CMS Energy,58.85,62.0,66.56,73.0,10,5.35,13.1,24.04
CE,Celanese,147.08,156.0,179.85,200.0,13,6.06,22.28,35.98
ABC,AmerisourceBergen,114.44,117.0,133.13,156.0,7,2.24,16.33,36.32
NVR,NVR,4964.41,5000.0,5000.0,5000.0,2,0.72,0.72,0.72
OMC,Omnicom Group,78.92,80.0,89.25,99.0,4,1.37,13.09,25.44
LVS,Las Vegas Sands,51.18,58.0,71.94,83.5,8,13.33,40.56,63.15
DVN,Devon Energy,28.02,30.0,34.17,40.0,11,7.07,21.95,42.76
CAH,Cardinal Health,56.9092,56.0,64.8,71.0,5,-1.6,13.87,24.76
UAL,United Airlines Holdings,52.15,48.0,61.46,70.0,12,-7.96,17.85,34.23
FANG,Diamondback,92.62,90.0,105.47,125.0,16,-2.83,13.87,34.96
IEX,IDEX,220.57,205.0,244.86,260.0,8,-7.06,11.01,17.88
LB,L Brands,71.21,43.0,78.14,104.0,14,-39.62,9.73,46.05
BXP,Boston Properties,113.83,100.0,117.57,142.0,14,-12.15,3.29,24.75
BKR,Baker Hughes Company,22.68,20.5,27.81,31.0,7,-9.61,22.62,36.68
K,Kellogg,63.93,63.0,69.29,76.0,9,-1.45,8.38,18.88
PFG,Principal Financial,62.96,64.0,66.71,70.0,7,1.65,5.96,11.18
MPWR,Monolithic Power,377.4,375.0,424.0,460.0,6,-0.64,12.35,21.89
RJF,Raymond James Financial,129.93,130.0,150.2,190.0,5,0.05,15.6,46.23
NLOK,NortonLifeLock,27.39,26.0,29.14,32.0,8,-5.07,6.39,16.83
EMN,Eastman Chemical,116.1,117.0,137.71,154.0,14,0.78,18.61,32.64
TXT,Textron,67.56,68.0,75.3,87.0,10,0.65,11.46,28.77
MAS,Masco,58.14,64.0,71.11,75.0,10,10.08,22.31,29.0
UDR,UDR,49.47,42.0,50.14,56.0,7,-15.1,1.35,13.2
PTC,PTC,141.76,157.0,164.29,175.0,8,10.75,15.89,23.45
WAB,Westinghouse Air Brake Technologies,81.34,85.0,91.0,95.0,5,4.5,11.88,16.79
PHM,PulteGroup,55.54,55.0,71.27,93.0,11,-0.97,28.32,67.45
CTXS,Citrix Systems,117.88,130.0,150.5,180.0,8,10.28,27.67,52.7
SJM,JM Smucker,130.14,126.0,136.38,144.0,8,-3.18,4.79,10.65
CNP,Centerpoint Energy,24.49,26.0,27.13,28.0,8,6.17,10.78,14.33
LNT,Alliant Energy,55.74,58.0,61.0,64.0,7,4.05,9.44,14.82
FMC,FMC,109.03,123.0,130.2,136.0,4,12.81,19.42,24.74
ABMD,Abiomed,313.27,360.0,403.33,425.0,6,14.92,28.75,35.67
EVRG,Evergy,60.64,67.0,69.2,72.0,5,10.49,14.12,18.73
WRK,WestRock,52.57,49.0,62.4,76.0,11,-6.79,18.7,44.57
BIO,Bio-Rad Laboratories,645.56,735.0,747.5,760.0,2,13.85,15.79,17.73
XRAY,DENTSPLY SIRONA,63.25,67.0,73.0,78.0,7,5.93,15.42,23.32
BF.B,Brown-Forman B,75.31,72.0,73.0,74.0,2,-4.4,-3.07,-1.74
AAL,American Airlines,21.08,16.0,21.72,29.0,9,-24.1,3.04,37.57
FBHS,Fortune Brands,99.8,99.0,113.13,125.0,8,-0.8,13.36,25.25
LDOS,Leidos Holdings,100.93,109.0,117.8,122.0,10,8.0,16.71,20.88
LUMN,Lumen Technologies,13.63,10.0,11.6,15.0,6,-26.63,-14.89,10.05
LKQ,LKQ,49.04,54.0,57.8,60.0,6,10.11,17.86,22.35
WHR,Whirlpool,217.75,210.0,234.0,261.0,4,-3.56,7.46,19.86
JBHT,JB Hunt,161.66,150.0,175.0,198.0,18,-7.21,8.25,22.48
HRL,Hormel Foods,47.54,44.0,47.0,50.0,3,-7.45,-1.14,5.17
AAP,Advance Auto Parts,205.3,200.0,222.64,240.0,16,-2.58,8.45,16.9
HWM,Howmet Aerospace,33.67,35.0,38.0,40.0,5,3.95,12.86,18.8
ATO,Atmos Energy,96.41,109.0,114.67,121.0,4,13.06,18.94,25.51
PKG,Packaging,135.07,114.0,143.38,174.0,9,-15.6,6.15,28.82
CBOE,Cboe Global Markets,120.03,94.0,110.22,120.0,10,-21.69,-8.17,-0.02
WYNN,Wynn Resorts,121.64,126.0,143.83,160.0,6,3.58,18.24,31.54
LYV,Live Nation Entertainment,88.48,75.0,93.25,105.0,4,-15.24,5.39,18.67
ALLE,Allegion,139.19,142.0,151.0,165.0,4,2.02,8.48,18.54
PWR,Quanta Services,90.65,92.0,109.56,120.0,9,1.49,20.86,32.38
CHRW,CH Robinson,94.54,58.0,99.8,117.0,12,-38.65,5.56,23.76
JKHY,Jack Henry & Associates,165.52,165.0,175.4,192.0,6,-0.31,5.97,16.0
IPG,Interpublic Group of Companies,31.78,34.0,36.5,40.0,5,6.99,14.85,25.87
IRM,Iron Mountain,42.32,43.0,44.67,47.0,2,1.61,5.55,11.06
HAS,Hasbro,94,90.0,108.86,120.0,7,-4.26,15.81,27.66
HST,Host Hotels & Resorts,16.92,15.0,19.06,21.0,9,-11.35,12.65,24.11
SNA,Snap-on,219.24,180.0,248.2,282.0,5,-17.9,13.21,28.63
TPR,Tapestry,42.16,40.0,55.36,67.0,16,-5.12,31.31,58.92
FFIV,F5 Networks,190.45,165.0,217.88,255.0,9,-13.36,14.4,33.89
LW,Lamb Weston Holdings,79.28,81.0,91.2,100.0,5,2.17,15.04,26.14
UHS,Universal Health,146.24,160.0,166.0,171.0,5,9.41,13.51,16.93
BWA,BorgWarner,48.36,31.0,55.0,66.0,11,-35.9,13.73,36.48
LNC,Lincoln National,62.27,66.0,70.0,73.0,8,5.99,12.41,17.23
PENN,Penn National Gaming,76.25,31.0,106.44,158.0,9,-59.34,39.59,107.21
MHK,Mohawk,190.35,154.0,213.14,240.0,7,-19.1,11.97,26.08
PNR,Pentair,66.79,61.0,72.9,87.0,11,-8.67,9.15,30.26
HSIC,Henry Schein,74,77.0,81.83,91.0,6,4.05,10.58,22.97
NCLH,Norwegian Cruise Line,28.91,25.0,31.43,40.0,9,-13.52,8.72,38.36
MRO,Marathon Oil,13.33,10.0,14.87,18.0,12,-24.98,11.55,35.03
MOS,Mosaic Co,30.8,32.0,39.0,47.0,9,3.9,26.62,52.6
CF,CF Holdings,49.19,52.0,58.1,65.0,9,5.71,18.11,32.14
WRB,WR Berkley,74.19,80.0,88.4,92.0,5,7.83,19.15,24.01
DISH,Dish Network,41.73,28.0,48.23,68.0,12,-32.9,15.58,62.95
TAP,Molson Coors,54.43,43.0,59.38,74.0,12,-21.0,9.09,35.95
IVZ,Invesco,26.52,25.0,29.75,37.0,11,-5.73,12.18,39.52
REG,Regency Centers,64.41,62.0,67.18,72.0,11,-3.74,4.3,11.78
NWL,Newell Brands,27,23.0,28.8,35.0,10,-14.81,6.67,29.63
RHI,Robert Half,88.42,65.0,86.83,111.0,6,-26.49,-1.8,25.54
RE,Everest Re,253,270.0,302.0,330.0,5,6.72,19.37,30.43
NWSA,News Class A,25.56,31.0,31.0,31.0,2,21.28,21.28,21.28
NRG,NRG Energy,39.75,42.0,47.17,57.0,6,5.66,18.67,43.4
CMA,Comerica,71.02,65.0,76.62,100.0,13,-8.48,7.89,40.81
DXC,DXC Technology Company,39.04,34.0,41.0,48.0,8,-12.91,5.02,22.95
NI,Nisource,24.64,27.0,28.6,30.0,5,9.58,16.07,21.75
AOS,AO Smith,71.59,40.0,66.8,85.0,6,-44.13,-6.69,18.73
AIZ,Assurant,155.82,183.0,190.75,207.0,3,17.44,22.42,32.85
WU,Western Union,23.08,21.0,26.78,32.0,8,-9.01,16.03,38.65
PNW,Pinnacle West Capital,81.41,80.0,88.5,100.0,6,-1.73,8.71,22.84
CPB,Campbell Soup,45.63,46.0,49.86,59.0,6,0.81,9.27,29.3
GL,Globe Life,95.16,100.0,109.0,135.0,5,5.09,14.54,41.87
JNPR,Juniper Networks,27.6,19.0,26.29,31.0,6,-31.16,-4.75,12.32
SEE,Sealed Air,58.4,52.0,58.45,72.0,12,-10.96,0.09,23.29
KIM,Kimco Realty,20.8,20.0,22.61,25.0,12,-3.85,8.7,20.19
BEN,Franklin Resources,31.92,26.0,30.89,37.0,9,-18.55,-3.23,15.91
NLSN,Nielsen Holdings,24.41,28.0,29.75,33.0,4,14.71,21.88,35.19
DVA,DaVita,120.56,108.0,129.0,150.0,3,-10.42,7.0,24.42
ZION,Zions Bancorporation National Association,52.7,49.0,59.75,70.0,8,-7.02,13.38,32.83
HII,Huntington Ingalls,207.83,205.0,227.0,240.0,8,-1.36,9.22,15.48
DISCK,Discovery,28.69,39.0,39.0,39.0,1,35.94,35.94,35.94
FRT,Federal Realty,117.68,110.0,121.33,131.0,9,-6.53,3.1,11.32
APA,APA,21.03,20.0,27.32,38.0,15,-4.9,29.91,80.69
OGN,Organon,30.55,33.0,35.5,38.0,3,8.02,16.2,24.39
IPGP,IPG Photonics,213.77,230.0,246.25,275.0,5,7.59,15.19,28.64
ALK,Alaska Air,60.13,68.0,84.2,104.0,10,13.09,40.03,72.96
PVH,PVH,105,100.0,119.23,145.0,13,-4.76,13.55,38.1
PBCT,People's United Financial,17.21,18.0,18.88,19.5,5,4.59,9.7,13.31
VNO,Vornado Realty,46.48,39.0,48.44,56.0,9,-16.09,4.22,20.48
GPS,Gap,32.58,28.0,36.6,44.0,14,-14.06,12.34,35.05
COG,Cabot Oil & Gas,16.28,17.0,20.78,25.0,10,4.42,27.64,53.56
HBI,Hanesbrands,18.46,20.0,23.17,27.0,6,8.34,25.51,46.26
PRGO,Perrigo Company,46.16,51.0,51.0,51.0,2,10.49,10.49,10.49
UNM,Unum Group,28.18,26.0,30.14,34.0,5,-7.74,6.96,20.65
NOV,NOV,14.8,12.0,15.4,18.0,5,-18.92,4.05,21.62
RL,Ralph Lauren,116.91,99.0,133.27,172.0,11,-15.32,13.99,47.12
DISCA,Discovery Inc,30.34,35.0,43.92,55.0,13,15.36,44.76,81.28
UAA,Under Armour,21.07,12.0,27.85,36.0,20,-43.05,32.18,70.86
UA,Under Armour,18.54,30.0,30.0,30.0,1,61.81,61.81,61.81
SHOP,Shopify,1482.99,1350.0,1509.1,1900.0,20,-8.97,1.76,28.12
TDOC,Teladoc,171.36,162.0,231.26,300.0,20,-5.46,34.96,75.07
ROKU,Roku,440.48,300.0,455.25,560.0,17,-31.89,3.35,27.13
SQ,Square,248.87,160.0,284.23,380.0,23,-35.71,14.21,52.69
TWLO,Twilio,400.18,350.0,444.94,550.0,20,-12.54,11.18,37.44
SPOT,Spotify Technology SA,272.86,260.0,341.15,428.0,15,-4.71,25.03,56.86
COIN,Coinbase Global,254.9,225.0,381.93,650.0,16,-11.73,49.84,155.0
U,Unity Software,110.85,90.0,125.43,170.0,8,-18.81,13.15,53.36
TTD,Trade Desk,79.97,40.0,77.65,100.0,10,-49.98,-2.9,25.05
SKLZ,Skillz,22.16,17.0,24.5,34.0,5,-23.29,10.56,53.43
SE,Sea,287.19,260.0,311.0,378.0,7,-9.47,8.29,31.62
PLTR,Palantir Technologies,26.63,17.0,22.0,30.0,8,-36.16,-17.39,12.65
Z,Zillow Group Class C,124.22,155.0,170.0,185.0,3,24.78,36.85,48.93
DKNG,DraftKings,52.03,42.5,68.93,105.0,21,-18.32,32.48,101.81
RBLX,Roblox,92.6,78.0,87.33,103.0,7,-15.77,-5.69,11.23
OPEN,Opendoor Technologies,17.35,17.0,28.0,42.0,4,-2.02,61.38,142.07
BEKE,KE Holdings Inc. Sponsored ADR Class A,48.18,39.0,70.46,94.85,3,-19.05,46.24,96.87
PATH,UiPath,68.9,64.0,76.61,86.0,20,-7.11,11.19,24.82
PD,PagerDuty,44.62,50.0,54.0,59.0,4,12.06,21.02,32.23
LC,LendingClub,18.11,16.0,20.5,25.0,2,-11.65,13.2,38.05
NET,Cloudflare,107.6,77.0,94.6,105.0,10,-28.44,-12.08,-2.42
SNAP,Snap,67.57,42.0,77.71,100.0,26,-37.84,15.01,47.99
HUYA,Huya,17.65,16.1,22.13,29.0,6,-8.78,25.38,64.31
TWOU,2U,42.08,50.0,59.0,66.0,5,18.82,40.21,56.84
TCEHY,Tencent Holdings,76.6,90.0,90.0,90.0,1,17.49,17.49,17.49
VCYT,Veracyte,41.28,45.0,60.17,92.0,7,9.01,45.76,122.87
VUZI,Vuzix,18.8,30.0,30.0,30.0,3,59.57,59.57,59.57
SNOW,Snowflake,245.8,240.0,279.33,320.0,20,-2.36,13.64,30.19
